,Postal_Code,Latitude,Longitude,Admin_Code3,Nearest_Centroid_ID,Distance_to_Centroid
9358,11680,36.8743,-5.4298,11005,1100501001,1859.7931757238173
9359,19345,40.5106,-2.3835,19283,1928301001,49929.060850747905
9360,22474,42.4773,0.6585,22143,2214301001,5246.808800434914
9361,33776,43.3808,-7.013,33074,3307401003,3769.557554304812
9362,9249,42.5897,-3.3291,09230,923001001,10747.773949905286
9365,37799,41.1608,-5.6897,37130,3713001001,7289.508390669461
9371,2650,38.7886,-1.3272,02051,205101001,1382.1630876662184
9372,49394,42.0587,-6.7094,49050,4905001001,1819.4901384449993
9373,37891,40.7802,-5.5261,37242,3724201001,13546.075088771402
9374,23638,37.9102,-3.6621,23903,2390301001,3521.957458096079
9375,17538,42.3853,1.8501,17006,1700601001,8289.065988297836
9376,49252,41.487,-6.1834,49221,4922101001,2614.648294486232
9377,29100,36.6595,-4.7564,29042,2904202003,92.74044611858598
